epoch: 0, acc: 0.337, loss: 1.099, lr: 0.05
epoch: 100, acc: 0.693, loss: 0.696, lr: 0.04999010099316666
epoch: 200, acc: 0.750, loss: 0.546, lr: 0.04996021594198117
epoch: 300, acc: 0.800, loss: 0.448, lr: 0.049910380770363756
epoch: 400, acc: 0.840, loss: 0.390, lr: 0.04984065529821222
epoch: 500, acc: 0.850, loss: 0.348, lr: 0.04975112312174363
epoch: 600, acc: 0.883, loss: 0.315, lr: 0.04964189144647378
epoch: 700, acc: 0.893, loss: 0.297, lr: 0.04951309087330241
epoch: 800, acc: 0.870, loss: 0.303, lr: 0.04936487513830117
epoch: 900, acc: 0.907, loss: 0.264, lr: 0.049197420806929945
epoch: 1000, acc: 0.910, loss: 0.246, lr: 0.049010926923533135
epoch: 1100, acc: 0.890, loss: 0.261, lr: 0.04880561461708983
epoch: 1200, acc: 0.897, loss: 0.255, lr: 0.04858172666431087
epoch: 1300, acc: 0.873, loss: 0.332, lr: 0.04833952701129078
epoch: 1400, acc: 0.923, loss: 0.216, lr: 0.048079300255034645
epoch: 1500, acc: 0.927, loss: 0.212, lr: 0.047801351086283965
epoch: 1600, acc: 0.933, loss: 0.207, lr: 0.04750600369516955
epoch: 1700, acc: 0.937, loss: 0.203, lr: 0.04719360114131276
epoch: 1800, acc: 0.940, loss: 0.199, lr: 0.04686450469008847
epoch: 1900, acc: 0.943, loss: 0.195, lr: 0.04651909311684583
epoch: 2000, acc: 0.943, loss: 0.192, lr: 0.04615776198096219
epoch: 2100, acc: 0.943, loss: 0.189, lr: 0.04578092287167548
epoch: 2200, acc: 0.917, loss: 0.200, lr: 0.04538900262770674
epoch: 2300, acc: 0.937, loss: 0.186, lr: 0.044982442532739884
epoch: 2400, acc: 0.940, loss: 0.179, lr: 0.044561697488880066
epoch: 2500, acc: 0.940, loss: 0.177, lr: 0.04412723517025177
epoch: 2600, acc: 0.933, loss: 0.175, lr: 0.04367953515893745
epoch: 2700, acc: 0.933, loss: 0.181, lr: 0.04321908806548398
epoch: 2800, acc: 0.943, loss: 0.170, lr: 0.04274639463622801
epoch: 2900, acc: 0.943, loss: 0.167, lr: 0.04226196484970326
epoch: 3000, acc: 0.947, loss: 0.165, lr: 0.041766317004402864
epoch: 3100, acc: 0.947, loss: 0.164, lr: 0.04125997680016567
epoch: 3200, acc: 0.947, loss: 0.162, lr: 0.040743476415451944
epoch: 3300, acc: 0.947, loss: 0.160, lr: 0.04021735358275496
epoch: 3400, acc: 0.947, loss: 0.158, lr: 0.039682150664377865
epoch: 3500, acc: 0.947, loss: 0.156, lr: 0.03913841373077229
epoch: 3600, acc: 0.947, loss: 0.154, lr: 0.0385866916436036
epoch: 3700, acc: 0.947, loss: 0.153, lr: 0.038027535145663746
epoch: 3800, acc: 0.947, loss: 0.150, lr: 0.03746149595970692
epoch: 3900, acc: 0.947, loss: 0.148, lr: 0.036889125898227404
epoch: 4000, acc: 0.947, loss: 0.146, lr: 0.036310975986141955
epoch: 4100, acc: 0.947, loss: 0.144, lr: 0.035727595598272634
epoch: 4200, acc: 0.943, loss: 0.142, lr: 0.035139531613457196
epoch: 4300, acc: 0.943, loss: 0.140, lr: 0.03454732758703956
epoch: 4400, acc: 0.947, loss: 0.139, lr: 0.03395152294341337
epoch: 4500, acc: 0.947, loss: 0.137, lr: 0.033352652190210344
epoch: 4600, acc: 0.947, loss: 0.135, lr: 0.03275124415563605
epoch: 4700, acc: 0.943, loss: 0.134, lr: 0.03214782125036875
epoch: 4800, acc: 0.950, loss: 0.135, lr: 0.031542898755341726
epoch: 4900, acc: 0.947, loss: 0.135, lr: 0.03093698413663571
epoch: 5000, acc: 0.950, loss: 0.131, lr: 0.03033057638860928
epoch: 5100, acc: 0.953, loss: 0.129, lr: 0.02972416540629706
epoch: 5200, acc: 0.953, loss: 0.127, lr: 0.029118231388003988
epoch: 5300, acc: 0.953, loss: 0.126, lr: 0.02851324426892212
epoch: 5400, acc: 0.950, loss: 0.125, lr: 0.027909663186494987
epoch: 5500, acc: 0.953, loss: 0.123, lr: 0.02730793597815105
epoch: 5600, acc: 0.957, loss: 0.122, lr: 0.026708498711925766
epoch: 5700, acc: 0.953, loss: 0.121, lr: 0.02611177525038971
epoch: 5800, acc: 0.957, loss: 0.120, lr: 0.025518176848199268
epoch: 5900, acc: 0.957, loss: 0.119, lr: 0.024928101783486208
epoch: 6000, acc: 0.957, loss: 0.117, lr: 0.024341935023204163
epoch: 6100, acc: 0.963, loss: 0.116, lr: 0.023760047922453176
